,a,n,x,y,z,label
1930,0.5,1,"(0.7118793505725836, 0.1973491702670646)",1,-0.8112229829709316,train
1931,0.5,1,"(18.138052532028414, -1.50963364597262)",0,-1.5086095255784655,train
1932,0.5,1,"(-20.32855736476379, 0.9630773782917557)",0,0.9577950061151483,train
1933,0.5,1,"(0.6860349817586414, -1.4565844840789355)",0,-1.4619056064272409,train
1934,0.5,1,"(7.523423936047873, 0.7972021645464484)",0,0.8072883911721931,train
1935,0.5,1,"(-5.490481265822725, 3.253275597729996)",1,2.252365805194714,train
1936,0.5,1,"(-8.516711563558943, -0.5842433606723929)",0,-0.5900982556793859,train
1937,0.5,1,"(9.357058166839186, 0.9331164693305443)",0,0.9251744333603398,train
1938,0.5,1,"(-0.6941095913656226, -1.0670350853437052)",0,-1.066303712507835,train
1939,0.5,1,"(12.361693987128492, 1.8324118664665803)",1,0.822369211064783,train
1940,0.5,1,"(9.37477342808256, -0.9023425625451297)",0,-0.9262603482953707,train
1941,0.5,1,"(11.790869812537244, -2.342245128024384)",0,-2.339648558510213,train
1942,0.5,1,"(-1.0219575323373626, -0.7208769175532912)",1,-1.715057202094021,train
1943,0.5,1,"(3.1765110901111613, -0.8626275242364931)",0,-0.8683457111838514,train
1944,0.5,1,"(-5.37301038518693, 2.8639269912311915)",1,1.8672592019918244,train
1945,0.5,1,"(-2.292238684875627, -0.006699705577434205)",0,-0.004200668374477912,train
1946,0.5,1,"(-9.852501624623557, -0.7162966325959752)",0,-0.7163629641177673,train
1947,0.5,1,"(-0.31378758330878176, 0.16333436578045407)",1,-0.8390848102785164,train
1948,0.5,1,"(-2.2123239526636, 1.0177366739479363)",0,1.0251238981685158,train
1949,0.5,1,"(5.2261220246625815, -0.5778661038493661)",0,-0.5820832777686922,train
1950,0.5,1,"(-6.0510073534006, -0.9619636134835307)",0,-0.9642824541325847,train
1951,0.5,1,"(-10.347162238307767, -0.07252590258431604)",0,-0.06975540641169714,train
1952,0.5,1,"(7.105169162063632, 3.0440664713409396)",1,2.0519699646851848,train
1953,0.5,1,"(10.23864574579941, 3.614687380543351)",1,2.6053464592566122,train
1954,0.5,1,"(-6.81503555910585, -0.062450130163864984)",0,-0.0471526066430798,train
1955,0.5,1,"(-5.146719363218887, 0.4203030286503018)",0,0.4102144296232063,train
1956,0.5,1,"(-4.772222060852722, -1.0151469891161908)",0,-1.0167596222384978,train
1957,0.5,1,"(-5.519036516758671, 1.4678157726936747)",0,1.4705310675875392,train
1958,0.5,1,"(10.869534732275323, -0.7384136238922161)",0,-0.7345702057624024,train
1959,0.5,1,"(11.633541915299286, -1.7692471640249994)",0,-1.7579558816639436,train
1960,0.5,1,"(1.2577301389339937, -1.2524575096040538)",0,-1.2444686954654545,train
1961,0.5,1,"(1.032359447263898, 3.498672722328119)",1,2.5062578716170187,train
1962,0.5,1,"(-4.095292160389048, 1.0259297542617603)",1,0.028396346876492784,train
1963,0.5,1,"(-0.7466770431093978, -0.6620747671737072)",0,-0.6655269533225675,train
1964,0.5,1,"(3.5756087752603225, -1.6832118940749856)",0,-1.6841686732926051,train
1965,0.5,1,"(10.625301561619183, -0.496132140802565)",0,-0.4901637481341345,train
1966,0.5,1,"(2.398549839275318, 0.2728825574822477)",0,0.25779540215450547,train
1967,0.5,1,"(-8.636421587932055, -1.45562432458758)",0,-1.4579294668615967,train
1968,0.5,1,"(4.572432533614036, 1.7432720494599632)",1,0.7217560038308364,train
1969,0.5,1,"(2.5009678362176504, 3.1819509447206618)",1,2.178780229648196,train
1970,0.5,1,"(-5.804018102745062, -0.04682393305360759)",1,-1.03605493463198,train
1971,0.5,1,"(-0.15935039862170752, 1.1575467234304682)",1,0.15466632011651454,train
1972,0.5,1,"(14.796742081163979, -1.2857434500431884)",0,-1.2884714841235865,train
1973,0.5,1,"(11.651028026536133, 1.332444943873044)",1,0.337467647487482,train
1974,0.5,1,"(-2.405035934155146, -0.5262964411607677)",0,-0.5197294540010247,train
1975,0.5,1,"(-4.553537203610441, 1.5005579794768642)",1,0.501854704056698,train
1976,0.5,1,"(-6.541012693542498, 0.1738051218318259)",0,0.17825685292538518,train
1977,0.5,1,"(-8.304612511966074, 0.10000005814951334)",1,-0.8877412692165823,train
1978,0.5,1,"(-3.128562554158604, 2.32262164555565)",0,2.3310991142665323,train
1979,0.5,1,"(4.39016679449707, 2.071600483863191)",1,1.0848054095731352,train
1980,0.5,1,"(13.12278426092283, 2.8115224402980785)",1,1.8182470163350555,train
1981,0.5,1,"(-2.3419024435208162, -0.0925035008965385)",0,-0.07509541982054585,train
1982,0.5,1,"(5.626073070868896, 2.0924505570699083)",1,1.0968985522275205,train
1983,0.5,1,"(-4.206135095220154, 1.068763405609018)",0,1.0612344528535471,train
1984,0.5,1,"(5.931506079886029, -2.5742660540869102)",0,-2.5860405571154588,train
1985,0.5,1,"(-3.613951801247148, -2.1384310399348467)",0,-2.1264925926639737,train
1986,0.5,1,"(-6.5265665476290025, -0.4549678915079908)",0,-0.4516868727974372,train
1987,0.5,1,"(2.431747115033593, 1.086321744505934)",1,0.09307214063792829,train
1988,0.5,1,"(-8.088152916153664, 0.26391315109109825)",0,0.2761322542408039,train
1989,0.5,1,"(8.537615760411423, -1.564475410783624)",0,-1.5751514495356276,train
1990,0.5,1,"(6.022285499912277, 0.2799341141386513)",1,-0.7311768789412301,train
1991,0.5,1,"(3.612651088388121, -0.49693509868745034)",0,-0.4874536632300218,train
1992,0.5,1,"(-7.049404102771524, 2.925468673456984)",1,1.921280011441196,train
1993,0.5,1,"(4.117161650730035, 1.7087218654883385)",1,0.7236072082437164,train
1994,0.5,1,"(3.338406132572849, 1.278895393749574)",0,1.2816830378797053,train
1995,0.5,1,"(-5.671325112661034, -0.7455457582564036)",0,-0.740879532003728,train
1996,0.5,1,"(-8.758008603146937, 2.01662857723008)",1,1.0259754841638942,train
1997,0.5,1,"(-4.718785465390615, -2.2832683333852244)",0,-2.2794318021077054,train
1998,0.5,1,"(3.4285345993585867, 1.1246884255515293)",1,0.13370211268113036,train
1999,0.5,1,"(-4.32748361210954, -1.7933440549418)",0,-1.8076069280498641,train
2000,0.5,1,"(-0.250198997973224, 2.5506595979774835)",1,1.525670233448957,train
2001,0.5,1,"(3.870833802293279, 0.5871700897905401)",1,-0.38046362900881936,train
2002,0.5,1,"(2.735683100608095, 1.6438757237552741)",1,0.6427919894738668,train
2003,0.5,1,"(-9.60211155098188, -0.057351414166319066)",1,-1.0766543233630426,train
2004,0.5,1,"(1.620851486239747, 0.757281439559557)",1,-0.25381965450359556,train
2005,0.5,1,"(12.891049225573676, -3.0642835065476435)",0,-3.062628921244905,train
2006,0.5,1,"(-14.12588512528094, 2.372772128521593)",1,1.3616466306368735,train
2007,0.5,1,"(-1.6471519523600424, -0.30274302235021955)",0,-0.31511891857547225,train
2008,0.5,1,"(2.1166162848749126, 2.376856905871081)",1,1.3846261433213403,train
2009,0.5,1,"(6.4576196183024015, 1.1873602528039853)",1,0.18367613257159587,train
2010,0.5,1,"(-3.993641922130994, -0.7214832000595025)",0,-0.7300768982904683,train
2011,0.5,1,"(3.871237264165219, -0.0556655555085529)",1,-1.0481047285081166,train
2012,0.5,1,"(-3.1965814729422113, 2.4823772261935724)",1,1.4751885214105847,train
2013,0.5,1,"(16.647076585987886, 1.4866080402244597)",1,0.49174219715663786,train
2014,0.5,1,"(-4.759241124995024, 2.0195076822551736)",1,1.0183222307755138,train
2015,0.5,1,"(1.8237384661754692, -1.5974609907409)",0,-1.5884650297888014,train
2016,0.5,1,"(4.553478288597631, 0.04640459947507937)",1,-0.9620884852117246,train
2017,0.5,1,"(2.759330274273249, -0.9819560203015953)",0,-0.9913352427601865,train
2018,0.5,1,"(6.085225885957761, 1.9000907786525723)",1,0.8927772514093848,train
2019,0.5,1,"(-11.079578499900443, 0.4356950491515506)",1,-0.5771125292884369,train
2020,0.5,1,"(-18.899159427027733, 2.372358517805607)",1,1.3777349459414983,train
2021,0.5,1,"(-8.792987174124525, -1.6473487002963658)",0,-1.6622926425898406,train
2022,0.5,1,"(-15.835182921414468, 3.157085703413827)",1,2.153938701538796,train
2023,0.5,1,"(-0.9949839945308376, -1.1134799507089832)",0,-1.0932903807693215,train
2024,0.5,1,"(10.265426137627006, 0.8560711258259484)",1,-0.14057656916028427,train
2025,0.5,1,"(6.5375023577844935, 1.54025379594454)",1,0.5408123001157907,train
2026,0.5,1,"(-2.250983701560798, 3.1088183865107912)",1,2.111002805970423,train
2027,0.5,1,"(0.9205046299166597, -0.8750482189752394)",0,-0.873724012088241,train
2028,0.5,1,"(-11.97746918314612, 0.05008911643581586)",0,0.055553325471044857,train
2029,0.5,1,"(3.7681601465691603, -1.6146249637398042)",0,-1.6082179772155478,train
2030,0.5,1,"(11.917088052012936, -0.4012916084830157)",0,-0.39715701472848247,train
2031,0.5,1,"(-7.829875220270855, -0.1761194112291542)",0,-0.19844343413023474,train
2032,0.5,1,"(-0.16513079337707376, -0.18418125291194648)",0,-0.18557893913256102,train
2033,0.5,1,"(-6.55657634390308, 1.7547790685756086)",1,0.7516687155127417,train
2034,0.5,1,"(1.2715823175089163, 0.9852157085251869)",1,-0.02518698741275871,train
2035,0.5,1,"(6.420784908425503, -0.8809838131298501)",0,-0.873063275791367,train
2036,0.5,1,"(-3.867366955837102, 1.1317667408246395)",1,0.11703398382223945,train
2037,0.5,1,"(4.427333826043188, -1.5071086353855383)",0,-1.4967574733718907,train
2038,0.5,1,"(6.869744038608749, 0.015406584203833609)",0,0.02488793871930306,train
2039,0.5,1,"(4.9254368273358375, 1.5436670484341244)",0,1.5495111192257305,train
2040,0.5,1,"(-2.1310850301661945, 1.3479989720324617)",1,0.34958502681984743,train
2041,0.5,1,"(10.33575617972442, -0.31511301044215473)",0,-0.3247136657864643,train
2042,0.5,1,"(10.97093703870632, 0.7865040603015715)",1,-0.2177998195689319,train
2043,0.5,1,"(-11.631456295601511, -0.030522798734500863)",0,-0.031086242380299778,train
2044,0.5,1,"(-7.0382347166388, 0.03986124298506586)",0,0.05047441767323513,train
2045,0.5,1,"(-1.5930031844165242, 2.0678918746092023)",1,1.060962270955414,train
2046,0.5,1,"(18.287210166276775, 1.1628444588588929)",1,0.1622267377904229,train
2047,0.5,1,"(-6.840196260201976, 2.1268114825384683)",0,2.1234565605185534,train
2048,0.5,1,"(1.671907021578434, 2.666432552901466)",1,1.6727164056459858,train
2049,0.5,1,"(-0.024011494108367615, 1.9395342640781261)",1,0.9328717802784963,train
2050,0.5,1,"(6.176744712982945, -1.9165896092608719)",0,-1.908175591369523,train
2051,0.5,1,"(-3.0208635667041577, 1.2859718301835747)",1,0.27111528868438556,train
2052,0.5,1,"(6.392200715111046, -1.5170710114714892)",0,-1.4992881696158171,train
2053,0.5,1,"(-5.657862706119711, 2.1042690651362927)",1,1.099656967858493,train
2054,0.5,1,"(-8.040327665271738, -0.09443606355418949)",0,-0.08420151854445257,train
2055,0.5,1,"(-2.739874438624433, 1.0626536875909487)",1,0.053385714745547985,train
2056,0.5,1,"(-2.2833618493865346, -0.7930238230905395)",0,-0.7926919760963074,train
2057,0.5,1,"(17.094292820496037, 2.746087101323817)",1,1.7409236482536288,train
2058,0.5,1,"(-19.716308155333532, 2.114058847276794)",1,1.1208023318295994,train
2059,0.5,1,"(-1.1872765473507614, 0.41823332615114694)",0,0.4134922608573759,train
2060,0.5,1,"(11.892822981264072, -2.050086301722212)",0,-2.066092066870545,train
2061,0.5,1,"(6.532354387445535, -1.7349766997347684)",0,-1.7416044019513732,train
2062,0.5,1,"(4.187815528074867, 1.0486818792905812)",1,0.0558638657087836,train
2063,0.5,1,"(9.134886803506994, 0.0686041171835636)",1,-0.9368609555555125,train
2064,0.5,1,"(16.47121130917758, 0.18077705806338046)",0,0.1569344120438172,train
2065,0.5,1,"(-3.4771111478995986, -0.275793830642485)",0,-0.2951249795926444,train
2066,0.5,1,"(-12.204756903211113, -1.7525295116677846)",0,-1.7469467940726284,train
2067,0.5,1,"(-3.9464915239346765, 1.2585882650413571)",1,0.27184906842218265,train
2068,0.5,1,"(22.204307187713184, -1.3867596370156807)",0,-1.381637247270366,train
2069,0.5,1,"(-20.951383856504865, 2.7821732437268283)",1,1.7738609111796229,train
2070,0.5,1,"(13.07625309914574, 1.2791186909736025)",1,0.2936616047889494,train
2071,0.5,1,"(13.58120039386231, -1.4995957246831586)",0,-1.4953654915181063,train
2072,0.5,1,"(-6.375117864817687, 0.7821431612228208)",1,-0.2200433286376835,train
2073,0.5,1,"(-5.86545935313435, 1.1535175166131513)",0,1.1554583995747347,train
2074,0.5,1,"(5.475555829130485, 1.9201368730892663)",1,0.905701160312273,train
2075,0.5,1,"(-10.306631500408107, 1.9978961090482918)",1,1.0048038840153084,train
2076,0.5,1,"(3.4397285211131488, -0.2816625910990291)",0,-0.2734248492076,train
2077,0.5,1,"(-15.279004841860985, -2.1042423238083994)",0,-2.1047168992304437,train
2078,0.5,1,"(-12.052640701419861, 2.1506105329397056)",0,2.1428126913376406,train
2079,0.5,1,"(13.718494159264843, 1.9212054673984138)",1,0.9141964995447968,train
2080,0.5,1,"(19.379337953204775, -2.464180370085013)",0,-2.4556831261576697,train
2081,0.5,1,"(-9.401438208457899, 1.1749739042855618)",1,0.16470864530144913,train
2082,0.5,1,"(3.079799413387807, 1.1192643977815662)",1,0.11022415105862243,train
2083,0.5,1,"(-1.9920099494103982, 1.2147632528798473)",1,0.227484433464186,train
2084,0.5,1,"(-5.438139287084839, -1.478727610446263)",0,-1.4800407621267468,train
2085,0.5,1,"(1.5547267350228868, 1.0077943344592895)",1,-0.008374384591625539,train
2086,0.5,1,"(8.588808666422388, -0.3094256171601486)",0,-0.3100038007003776,train
2087,0.5,1,"(0.2026166748615711, 0.4492859834926696)",0,0.4463093624262865,train
2088,0.5,1,"(-1.7977923610859088, 1.8577153856405846)",1,0.865503985644444,train
2089,0.5,1,"(-9.375017461117343, 0.5125073861475387)",1,-0.49997049748684697,train
2090,0.5,1,"(-14.465776634924001, 1.353772512484622)",1,0.3559263044261154,train
2091,0.5,1,"(3.306837894756298, 1.566120355765918)",1,0.5713022857349046,train
2092,0.5,1,"(-9.635683991199853, -1.2802071900708116)",0,-1.2767167151597332,train
2093,0.5,1,"(6.02804052292915, -0.4682668952419888)",0,-0.4717422975762962,train
2094,0.5,1,"(14.954860455871637, 2.365714110109614)",1,1.364644812175119,train
2095,0.5,1,"(-0.998098266619108, 0.6870824342106734)",1,-0.32811938403367535,train
2096,0.5,1,"(-1.7611972015496993, 0.9374072449077671)",1,-0.0531031686557899,train
2097,0.5,1,"(10.633436911953275, 3.21236741798923)",1,2.2233900346325237,train
2098,0.5,1,"(1.1951839769361732, 2.6359366987231683)",1,1.6300933672133684,train
2099,0.5,1,"(-10.261749679956512, 0.800103347185218)",0,0.8022580135037429,train
2100,0.5,1,"(1.0695993763113005, -0.7277158522145462)",0,-0.735337049722518,train
2101,0.5,1,"(-1.5991620393564348, 0.3513457474667203)",1,-0.6752496868697642,train
2102,0.5,1,"(5.542839924992644, -2.301376810044009)",0,-2.30166410347392,train
2103,0.5,1,"(-5.558345802630152, 1.6355283905433333)",1,0.6372333077484003,train
2104,0.5,1,"(0.16561341745170943, 1.4697374695576397)",1,0.4758844107513123,train
2105,0.5,1,"(10.770167697956577, 2.3605413174875607)",1,1.3735437364096268,train
2106,0.5,1,"(4.926223095272884, -0.9597568018849792)",0,-0.9513962004537466,train
2107,0.5,1,"(-2.1298784333227845, 1.6986967553818566)",1,0.6978554703675055,train
2108,0.5,1,"(10.88912548774574, -1.3643017553811574)",0,-1.368667029831974,train
2109,0.5,1,"(4.190150320613565, 0.5990372957425413)",1,-0.3940460362552073,train
2110,0.5,1,"(4.4410674678111395, 0.9390388286095661)",1,-0.05721853047430525,train
2111,0.5,1,"(7.6500668865830095, 0.3365280277766281)",0,0.3479833142276407,train
2112,0.5,1,"(1.582633979279555, -1.6042982594805042)",0,-1.6085233769286365,train
2113,0.5,1,"(6.727843366711229, 0.7714498583720565)",1,-0.23969331439145847,train
2114,0.5,1,"(-6.733733880257378, 0.9355283237666362)",0,0.9311673503437998,train
2115,0.5,1,"(18.027824431222555, -1.9575747882015289)",0,-1.9635815607210132,train
2116,0.5,1,"(3.0294560652154567, 2.6185170597016447)",1,1.6222990112511242,train
2117,0.5,1,"(9.879419359843169, 0.6322579459232189)",1,-0.3651830508115985,train
2118,0.5,1,"(2.3291730277964384, -0.2519245003386875)",1,-1.2584623126751495,train
2119,0.5,1,"(14.319725220006378, -1.433242490347873)",0,-1.433604144272108,train
2120,0.5,1,"(3.8383116389601186, 0.6117315974513332)",0,0.5822691143543464,train
2121,0.5,1,"(-8.730110938805469, -1.302868514008553)",0,-1.3015081202520133,train
2122,0.5,1,"(15.404045617414036, 0.3035265687174709)",1,-0.7009740641975459,train
2123,0.5,1,"(9.651593038283222, -0.7649981132927919)",0,-0.7757400922661252,train
2124,0.5,1,"(4.614976494233817, 1.087183171467583)",1,0.07833403911417913,train
2125,0.5,1,"(4.368335628357562, 0.571973667040581)",1,-0.42033831830224266,train
2126,0.5,1,"(2.86097888585194, 1.165942659811639)",1,0.15758078144819787,train
2127,0.5,1,"(-2.725847178482506, 1.2912622052792466)",1,0.3000173614273546,train
2128,0.5,1,"(-8.51521617255218, -0.4011409657645939)",0,-0.38800627339675886,train
2129,0.5,1,"(12.623884140818328, 1.7901820560648003)",1,0.7907314101705061,train
2130,0.5,1,"(7.419829012331426, -2.4457346477600814)",0,-2.447933674157114,train
2131,0.5,1,"(6.641695675753782, 0.2719834632969007)",0,0.27280339013970833,train
2132,0.5,1,"(8.684657480272627, 0.5034296695110467)",1,-0.5172110712495372,train
2133,0.5,1,"(7.038191888066127, -0.9028006671385718)",0,-0.8888754657329896,train
2134,0.5,1,"(5.33993150641708, 0.6482368530266893)",1,-0.35753704157327404,train
2135,0.5,1,"(9.961589958118514, 2.5725929726487453)",1,1.5687530310369096,train
2136,0.5,1,"(-7.012867139736206, 0.5934839977924169)",0,0.5945100115153175,train
2137,0.5,1,"(-5.215305598219093, -0.25468777253015706)",0,-0.2539352280326317,train
2138,0.5,1,"(-15.5942208147437, -0.046399956642900184)",0,-0.060143699377522064,train
2139,0.5,1,"(8.070722761672018, -0.21402060583763788)",0,-0.22962589361627178,train
2140,0.5,1,"(-6.284372156805018, 0.06620923679357645)",0,0.07989898813716889,train
2141,0.5,1,"(12.763693230851933, 0.6711177100328215)",1,-0.33987334586427353,train
2142,0.5,1,"(2.1158881211395233, 0.5686644225349272)",0,0.5660784165389792,train
2143,0.5,1,"(-12.622075239162367, 0.3684785121595779)",0,0.38107095514809053,train
2144,0.5,1,"(7.108998241422632, -1.9129225747278933)",0,-1.9173570210558042,train
2145,0.5,1,"(-10.509500856367978, 1.0749756708719138)",1,0.0729194779938655,train
2146,0.5,1,"(-1.4734866995067981, -1.2837935252599064)",0,-1.278342705828993,train
2147,0.5,1,"(12.123674095447475, -2.014563060240555)",0,-2.0095395491875236,train
2148,0.5,1,"(-11.306691266540055, 2.105414789649055)",1,1.1345311223713164,train
2149,0.5,1,"(-10.460511677077491, 1.6281992242481598)",1,0.6168050578175513,train
2150,0.5,1,"(8.268954694194365, -1.9518662099144284)",0,-1.967062572489632,train
2151,0.5,1,"(8.880280637687557, -0.3217390952494884)",0,-0.32168209823617666,train
2152,0.5,1,"(-3.3605325542826634, -0.0007189411748169186)",1,-0.9937705772463972,train
2153,0.5,1,"(-7.766835131081612, 1.849488040674804)",1,0.867573947754646,train
2154,0.5,1,"(-4.171631430060206, -0.9499792091928458)",0,-0.9504678951943036,train
2155,0.5,1,"(-14.921340051066018, -1.5971508600951345)",0,-1.6078021550459178,train
2156,0.5,1,"(13.291876373849014, 2.044994668225308)",1,1.038714369862502,train
2157,0.5,1,"(3.978659730596143, 0.027461659471282294)",0,0.02761251816529886,train
2158,0.5,1,"(-7.379819232930834, -0.0030890466208876362)",0,0.007771723442876022,train
2159,0.5,1,"(-4.7079068908154245, -0.10413864460223764)",0,-0.10367860307674387,train
2160,0.5,1,"(0.7333070856026032, 2.6245684208171327)",1,1.6181685919795743,train
2161,0.5,1,"(-10.072785207074409, -1.2294274038956414)",0,-1.2374385714959037,train
2162,0.5,1,"(1.8368036706910498, -1.416405720473392)",0,-1.4192990164225128,train
2163,0.5,1,"(2.874600860041748, -1.0769522475401658)",0,-1.0855765378064048,train
2164,0.5,1,"(5.650150999784339, 1.7791338297904733)",1,0.7878024878353849,train
2165,0.5,1,"(7.963711246270932, -2.216275245958269)",0,-2.214131740008341,train
2166,0.5,1,"(-13.488758612406508, 2.1958089393960387)",1,1.1840982603012906,train
2167,0.5,1,"(8.76651990791192, -2.0326875822023998)",0,-2.0293574930512643,train
2168,0.5,1,"(4.398185293624952, -2.5213280975267423)",0,-2.505960397277427,train
2169,0.5,1,"(-8.298984270030948, 2.253018075753656)",1,1.2492668435158492,train
2170,0.5,1,"(-2.98586553194065, -1.203008781036164)",0,-1.190137847180959,train
2171,0.5,1,"(24.27117200337728, -0.5453162173995537)",1,-1.5446705504847151,train
2172,0.5,1,"(12.666622918017252, -2.0402661434093865)",0,-2.039050477797051,train
2173,0.5,1,"(-15.13061567809461, 0.9967814863871932)",0,0.9938554568413125,train
2174,0.5,1,"(3.595708323457258, -0.521337030260945)",0,-0.5165725791168324,train
2175,0.5,1,"(-6.305549514586216, -1.2486813970054278)",0,-1.2555015455556138,train
2176,0.5,1,"(-0.6011643697393709, 1.8340947923813646)",1,0.8274209656114171,train
2177,0.5,1,"(-4.996003731688316, -0.6640075644164225)",0,-0.6765076508760466,train
2178,0.5,1,"(-0.4015541092116943, 1.4382332300114804)",1,0.42427864432580736,train
2179,0.5,1,"(-1.228264983146514, -1.2732662195391742)",0,-1.2531233216227917,train
2180,0.5,1,"(-10.969383215935585, 0.994864346398704)",1,-0.005955859420763598,train
2181,0.5,1,"(-8.838345213176567, 1.4007905943426464)",1,0.3944818467492417,train
2182,0.5,1,"(7.5763984028574765, -2.075618934974574)",0,-2.0770849205132063,train
2183,0.5,1,"(5.4225326666257505, -1.6537940760043723)",0,-1.6416629351819134,train
2184,0.5,1,"(2.2589748666930505, 0.010423575459209576)",0,-0.0022723776734113743,train
2185,0.5,1,"(3.055216882980258, -1.0111038798056824)",0,-1.0117457353898964,train
2186,0.5,1,"(6.463761787387021, 2.0601087382228838)",1,1.0581835342711718,train
2187,0.5,1,"(-3.8301150333981324, 1.5277783924297548)",0,1.5276881313568533,train
2188,0.5,1,"(-1.995871435335678, 0.9551326015576381)",1,-0.059253489292778294,train
2189,0.5,1,"(-0.7624937863700687, 3.5542414609379946)",1,2.5481752528125923,train
2190,0.5,1,"(0.29187937321438007, 2.4968793587703244)",1,1.4987550578679212,train
2191,0.5,1,"(1.167013860375075, 0.4216025109465549)",0,0.42096965691882937,train
2192,0.5,1,"(-2.439221216364972, -0.15856489039219454)",1,-1.1548710671319544,train
2193,0.5,1,"(-15.871357609728895, -2.3400191665369547)",0,-2.3495286376627345,train
2194,0.5,1,"(11.427410470246265, 0.9938676721441136)",0,0.9898884050391312,train
2195,0.5,1,"(-10.060875851071664, 1.336807936826324)",1,0.3370995948054518,train
2196,0.5,1,"(1.0187592165302668, 0.797353789715126)",1,-0.20301548591698493,train
2197,0.5,1,"(-7.668205783019937, 0.2516689915122518)",0,0.2584173230653043,train
2198,0.5,1,"(-7.904456255991435, 1.6829056289901814)",1,0.6954668713966636,train
2199,0.5,1,"(-11.18986368520196, -0.02215085706215554)",0,-0.02560606657688652,train
2200,0.5,1,"(8.50823986461899, 0.11653550044338212)",0,0.11066863138945204,train
2201,0.5,1,"(10.147651775978726, -1.5872423599849583)",0,-1.5833832276720017,train
2202,0.5,1,"(-5.204255668362459, 2.415534307027603)",0,2.422571707056769,train
2203,0.5,1,"(-12.558432663119245, 0.7675661303761527)",0,0.7556723366700036,train
2204,0.5,1,"(13.612138505017603, 0.6137683017803788)",1,-0.3858238353505111,train
2205,0.5,1,"(-13.466986301866005, 2.5427831808349057)",1,1.5317749237898406,train
2206,0.5,1,"(4.779109618314189, 0.9228336009634813)",1,-0.07786989584270587,train
2207,0.5,1,"(11.061749730233013, -0.5876077132616627)",0,-0.5758618491876443,train
2208,0.5,1,"(7.332267638777539, 1.5147859278166225)",1,0.5181600649381755,train
2209,0.5,1,"(-6.9685208619652474, 1.2596675452113897)",1,0.2563806617303922,train
2210,0.5,1,"(-2.858936600072386, -0.4120388765427317)",0,-0.4135042749903374,train
2211,0.5,1,"(2.197093421979751, -0.00847775613278061)",0,-0.004030666885469381,train
2212,0.5,1,"(4.006903804508428, -0.2992281561153268)",0,-0.2951218912074594,train
2213,0.5,1,"(11.937464589743506, -2.3913082452702077)",0,-2.4072966963738445,train
2214,0.5,1,"(2.3469513900861045, 1.925397992289021)",1,0.9152743903613059,train
2215,0.5,1,"(-4.866743265529498, 2.2724464820834998)",1,1.2719118267693132,train
2216,0.5,1,"(2.1759522265455877, -1.4756017764549916)",0,-1.4853037503172333,train
2217,0.5,1,"(-8.981271922798177, 3.713767954068784)",1,2.7336374629406315,train
2218,0.5,1,"(-2.281792324267789, -0.4874479266505016)",0,-0.49470291370464337,train
2219,0.5,1,"(6.28247156889895, 0.5688715044787772)",0,0.5722765951325803,train
2220,0.5,1,"(3.1524415240825827, -1.5749818590564735)",0,-1.5753824443964322,train
2221,0.5,1,"(7.173331809898144, 0.09181267323791553)",0,0.10579569807912392,train
2222,0.5,1,"(4.798838796401852, 0.4183490066288074)",1,-0.5720904871438377,train
2223,0.5,1,"(25.788588760044078, 0.17389356254877075)",0,0.15858205816620108,train
2224,0.5,1,"(-4.3097800717973564, 1.7252978962024377)",1,0.7381333133130192,train
2225,0.5,1,"(0.5421498597994943, -1.183118145027949)",0,-1.1926990051887505,train
2226,0.5,1,"(-9.720440816756689, -1.0761470513772002)",1,-2.066495680768994,train
2227,0.5,1,"(4.738880231575752, -2.0500315411711285)",0,-2.047100403827905,train
2228,0.5,1,"(2.5981070830315387, -1.2562878173571879)",0,-1.2595828051985531,train
2229,0.5,1,"(10.785290237132617, 3.1426620889847277)",1,2.1523914809444324,train
2230,0.5,1,"(-14.092137717500039, 0.9854289871322969)",0,0.9768107802628143,train
2231,0.5,1,"(11.474809059866223, -0.04014841589451264)",1,-1.0252508071318691,train
2232,0.5,1,"(-1.77584340597334, -1.646993404308673)",0,-1.6514206429725689,train
2233,0.5,1,"(-6.453182320604132, 2.1307815741715124)",1,1.1209521871272772,train
2234,0.5,1,"(-12.098498245033298, 0.08485836970779123)",0,0.05299834818794602,train
2235,0.5,1,"(15.054453175832236, -1.1675820108873627)",0,-1.1757259713557136,train
2236,0.5,1,"(15.161228733546336, 1.1049384261871507)",1,0.0961594980107558,train
2237,0.5,1,"(-10.455892637853216, 1.8260819308273213)",1,0.8218801771065102,train
2238,0.5,1,"(-2.6607907686444743, 0.4719350574878417)",1,-0.5394159905653466,train
2239,0.5,1,"(-0.057738926740133256, -0.6119953540291238)",0,-0.6074889549860787,train
2240,0.5,1,"(6.281513090232498, -2.205022657327)",0,-2.2167931726634684,train
2241,0.5,1,"(11.094006029163262, 0.2234335292587774)",0,0.2308783070915157,train
2242,0.5,1,"(-8.388597223490477, 0.3340475376495561)",0,0.3348720469227555,train
2243,0.5,1,"(-1.2372103973738886, 0.38695696725707923)",1,-0.6284660526518344,train
2244,0.5,1,"(17.58586947441401, 0.23558178177095015)",0,0.2331091545935543,train
2245,0.5,1,"(-7.778071784259526, 0.03482124984542018)",0,0.029972813204608317,train
2246,0.5,1,"(3.0207860799510247, 0.3755489456007236)",0,0.39025121444794153,train
2247,0.5,1,"(10.35725566173695, 1.1506333311594408)",1,0.13975079498235876,train
